COMPANY,PLAN,PREMIUM_CRORES,PREMIUM,NOP,LIVES_COVERED,MONTH,YEAR,DATE,ATS
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,48.06,480597672.6,16449,NULL,MAY,2017,5/1/2017,29217
ADITYA BIRLA SUN LIFE,Group Single Premium,82.32,823184350.4,2,17891,MAY,2017,5/1/2017,411592175
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,0.74,7351401.38,1,0,MAY,2017,5/1/2017,7351401
ADITYA BIRLA SUN LIFE,Individual Single Premium,9.72,97168883.98,126,0,FEB,2018,2/1/2018,771181
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,92.14,921362437.6,18014,0,FEB,2018,2/1/2018,51147
ADITYA BIRLA SUN LIFE,Group Single Premium,33.4,333956976.6,6,81151,FEB,2018,2/1/2018,55659496
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,43.41,434117237,0,0,FEB,2018,2/1/2018,NULL
ADITYA BIRLA SUN LIFE,Group Yearly Renewable Premium,4.13,41319087.7,97,147475,FEB,2018,2/1/2018,425969
ADITYA BIRLA SUN LIFE,Individual Single Premium,1.92,19191657.99,21765,NULL,APR,2010,4/1/2010,881
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,70.74,707424073.9,125867,NULL,APR,2010,4/1/2010,5620
ADITYA BIRLA SUN LIFE,Group Single Premium,0.22,2175677.26,0,81,APR,2010,4/1/2010,NULL
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,12.57,125655976.7,22,45322,APR,2010,4/1/2010,5711635
ADITYA BIRLA SUN LIFE,Individual Single Premium,16.73,167266695.7,511,NULL,MAR,2011,3/1/2011,327332
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,242.3,2423010513,83662,NULL,MAR,2011,3/1/2011,28961
ADITYA BIRLA SUN LIFE,Group Single Premium,0.49,4892063.39,1,115,MAR,2011,3/1/2011,4892063
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,136.44,1364429018,49,110257,MAR,2011,3/1/2011,27845490
ADITYA BIRLA SUN LIFE,Individual Single Premium,7.91,79068019.18,161,NULL,SEP,2011,9/1/2011,491105
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,94.41,944114877.7,76393,NULL,SEP,2011,9/1/2011,12358
ADITYA BIRLA SUN LIFE,Group Single Premium,0.22,2228161.38,0,70,SEP,2011,9/1/2011,NULL
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,131.87,1318685963,31,77155,SEP,2011,9/1/2011,42538256
ADITYA BIRLA SUN LIFE,Individual Single Premium,1.7,17037147.04,103,NULL,OCT,2012,10/1/2012,165409
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,78.71,787108178.6,34061,NULL,OCT,2012,10/1/2012,23108
ADITYA BIRLA SUN LIFE,Group Single Premium,0.67,6686111.02,0,128,OCT,2012,10/1/2012,NULL
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,106.78,1067803823,27,82154,OCT,2012,10/1/2012,39548289
ADITYA BIRLA SUN LIFE,Individual Single Premium,2.48,24767139.01,74,NULL,NOV,2016,11/1/2016,334691
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,57.3,572956851.5,18288,NULL,NOV,2016,11/1/2016,31329
ADITYA BIRLA SUN LIFE,Group Single Premium,2.07,20685683.51,1,8239,NOV,2016,11/1/2016,20685683
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,69.06,690619847.6,57,90726,NOV,2016,11/1/2016,12116137
ADITYA BIRLA SUN LIFE,Individual Single Premium,1.4,14043331.54,34,NULL,AUG,2010,8/1/2010,413039
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,221.66,2216587398,118995,NULL,AUG,2010,8/1/2010,18627
ADITYA BIRLA SUN LIFE,Group Single Premium,0.57,5695137.14,0,141,AUG,2010,8/1/2010,NULL
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,31.42,314208991.9,24,75326,AUG,2010,8/1/2010,13092041
ADITYA BIRLA SUN LIFE,Individual Single Premium,0.7,7042160.88,32,NULL,SEP,2010,9/1/2010,220067
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,95.58,955839787.6,66578,NULL,SEP,2010,9/1/2010,14356
ADITYA BIRLA SUN LIFE,Group Single Premium,0.48,4804131.05,1,106,SEP,2010,9/1/2010,4804131
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,48.04,480429314.9,12,22231,SEP,2010,9/1/2010,40035776
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,103.61,1036146100,64846,NULL,AUG,2011,8/1/2011,15978
ADITYA BIRLA SUN LIFE,Group Single Premium,0.38,3753426.72,0,62,AUG,2011,8/1/2011,NULL
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,21.82,218244134.8,23,32861,AUG,2011,8/1/2011,9488875
ADITYA BIRLA SUN LIFE,Individual Single Premium,1.08,10815869.23,93,NULL,AUG,2012,8/1/2012,116299
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,79.3,793009358.4,38180,NULL,AUG,2012,8/1/2012,20770
ADITYA BIRLA SUN LIFE,Group Single Premium,0.71,7100353.04,1,115,AUG,2012,8/1/2012,7100353
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,54.95,549491089,32,38971,AUG,2012,8/1/2012,17171596
ADITYA BIRLA SUN LIFE,Individual Single Premium,4.32,43217251.08,30,NULL,SEP,2014,9/1/2014,1440575
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,81.23,812348627.6,24348,NULL,SEP,2014,9/1/2014,33364
ADITYA BIRLA SUN LIFE,Group Single Premium,1.23,12339831.92,1,405,SEP,2014,9/1/2014,12339831
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,67.27,672730032.9,38,65716,SEP,2014,9/1/2014,17703421
ADITYA BIRLA SUN LIFE,Individual Single Premium,4.38,43825321.47,99,NULL,DEC,2016,12/1/2016,442680
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,130.68,1306839423,29815,NULL,DEC,2016,12/1/2016,43831
ADITYA BIRLA SUN LIFE,Group Single Premium,3.79,37913445.13,2,57861,DEC,2016,12/1/2016,18956722
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,49.17,491725904.6,49,114095,DEC,2016,12/1/2016,10035222
ADITYA BIRLA SUN LIFE,Individual Single Premium,3.96,39638879.53,207,NULL,FEB,2011,2/1/2011,191492
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,95.55,955486698.6,47623,NULL,FEB,2011,2/1/2011,20063
ADITYA BIRLA SUN LIFE,Group Single Premium,0.29,2907704.55,0,61,FEB,2011,2/1/2011,NULL
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,15.92,159213315.6,10,17374,FEB,2011,2/1/2011,15921331
ADITYA BIRLA SUN LIFE,Individual Single Premium,1.7,17030352.34,85,NULL,JAN,2013,1/1/2013,200357
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,89.59,895937147.6,42763,NULL,JAN,2013,1/1/2013,20951
ADITYA BIRLA SUN LIFE,Group Single Premium,0.56,5647994.75,0,151,JAN,2013,1/1/2013,NULL
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,20.64,206423405.8,30,72829,JAN,2013,1/1/2013,6880780
ADITYA BIRLA SUN LIFE,Individual Single Premium,2.67,26708961.06,90,NULL,AUG,2015,8/1/2015,296766
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,40.15,401539458.5,19544,NULL,AUG,2015,8/1/2015,20545
ADITYA BIRLA SUN LIFE,Group Single Premium,1.73,17288245.75,0,1330,AUG,2015,8/1/2015,NULL
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,136.89,1368887518,59,102498,AUG,2015,8/1/2015,23201483
ADITYA BIRLA SUN LIFE,Individual Single Premium,2.3,22956989.49,62,NULL,JAN,2017,1/1/2017,370274
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,100.17,1001659764,28515,NULL,JAN,2017,1/1/2017,35127
ADITYA BIRLA SUN LIFE,Group Single Premium,2.29,22852718.21,1,11617,JAN,2017,1/1/2017,22852718
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,49.24,492398584.8,41,49453,JAN,2017,1/1/2017,12009721
ADITYA BIRLA SUN LIFE,Individual Single Premium,2.65,26454262.29,139,NULL,JAN,2011,1/1/2011,190318
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,97.84,978406760.4,50617,NULL,JAN,2011,1/1/2011,19329
ADITYA BIRLA SUN LIFE,Group Single Premium,0.37,3734966.76,0,84,JAN,2011,1/1/2011,NULL
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,28.55,285479321.5,9,5193,JAN,2011,1/1/2011,31719924
ADITYA BIRLA SUN LIFE,Individual Single Premium,4.22,42187658.64,72,0,DEC,2017,12/1/2017,585939
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,130.55,1305460310,24775,0,DEC,2017,12/1/2017,52692
ADITYA BIRLA SUN LIFE,Group Single Premium,74.77,747685030.5,3,232984,DEC,2017,12/1/2017,249228343
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,3.91,39053207.4,3,61,DEC,2017,12/1/2017,13017735
ADITYA BIRLA SUN LIFE,Group Yearly Renewable Premium,8.46,84552164.86,105,187824,DEC,2017,12/1/2017,805258
ADITYA BIRLA SUN LIFE,Individual Single Premium,8.95,89530669.35,280,0,JUL,2018,7/1/2018,319752
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,97.11,971072509.7,18967,0,JUL,2018,7/1/2018,51198
ADITYA BIRLA SUN LIFE,Group Single Premium,91.61,916115749.6,4,59096,JUL,2018,7/1/2018,229028937
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,2.02,20216499.47,1,0,JUL,2018,7/1/2018,20216499
ADITYA BIRLA SUN LIFE,Group Yearly Renewable Premium,10.52,105164654.9,79,140206,JUL,2018,7/1/2018,1331198
ADITYA BIRLA SUN LIFE,Individual Single Premium,7.79,77884920.52,95,NULL,SEP,2015,9/1/2015,819841
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,59.95,599481447.7,24308,NULL,SEP,2015,9/1/2015,24661
ADITYA BIRLA SUN LIFE,Group Single Premium,1,10003931.22,1,1492,SEP,2015,9/1/2015,10003931
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,113.43,1134251235,35,116843,SEP,2015,9/1/2015,32407178
ADITYA BIRLA SUN LIFE,Individual Single Premium,3.03,30264092.03,14301,NULL,MAR,2010,3/1/2010,2116
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,365.53,3655308097,195525,NULL,MAR,2010,3/1/2010,18694
ADITYA BIRLA SUN LIFE,Group Single Premium,0.17,1681620.2,0,136,MAR,2010,3/1/2010,NULL
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,221.07,2210699539,47,93452,MAR,2010,3/1/2010,47036160
ADITYA BIRLA SUN LIFE,Group Single Premium,0.63,6288335.74,0,112,JUN,2011,6/1/2011,NULL
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,54.13,541321428.4,30,84955,JUN,2011,6/1/2011,18044047
ADITYA BIRLA SUN LIFE,Individual Single Premium,1.32,13152629.65,70,NULL,JUN,2012,6/1/2012,187894
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,77.15,771481918.1,50180,NULL,JUN,2012,6/1/2012,15374
ADITYA BIRLA SUN LIFE,Group Single Premium,0.53,5311093.66,0,109,JUN,2012,6/1/2012,NULL
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,30.29,302851333.4,45,37353,JUN,2012,6/1/2012,6730029
ADITYA BIRLA SUN LIFE,Individual Single Premium,2.19,21935629.29,80,NULL,MAY,2013,5/1/2013,274195
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,51.86,518628862,22217,NULL,MAY,2013,5/1/2013,23343
ADITYA BIRLA SUN LIFE,Group Single Premium,1.07,10729334.77,0,303,MAY,2013,5/1/2013,NULL
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,37.82,378153778.8,26,33644,MAY,2013,5/1/2013,14544376
ADITYA BIRLA SUN LIFE,Individual Single Premium,2.72,27159469.23,101,NULL,DEC,2015,12/1/2015,268905
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,67.42,674229693.3,23617,NULL,DEC,2015,12/1/2015,28548
ADITYA BIRLA SUN LIFE,Group Single Premium,0.87,8670706.48,0,1700,DEC,2015,12/1/2015,NULL
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,29.02,290224380.3,37,81596,DEC,2015,12/1/2015,7843902
ADITYA BIRLA SUN LIFE,Individual Single Premium,4.75,47500703.38,77,NULL,APR,2016,4/1/2016,616892
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,26.1,261028155.7,9314,NULL,APR,2016,4/1/2016,28025
ADITYA BIRLA SUN LIFE,Group Single Premium,0.94,9353597.67,0,2073,APR,2016,4/1/2016,NULL
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,59.95,599537480.2,29,156481,APR,2016,4/1/2016,20673706
ADITYA BIRLA SUN LIFE,Individual Single Premium,43.19,431937332.4,273,0,MAR,2018,3/1/2018,1582188
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,254.5,2545028045,39220,0,MAR,2018,3/1/2018,64891
ADITYA BIRLA SUN LIFE,Group Single Premium,324.12,3241173696,7,138161,MAR,2018,3/1/2018,463024813
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,6.95,69545040.63,1,17,MAR,2018,3/1/2018,69545040
ADITYA BIRLA SUN LIFE,Group Yearly Renewable Premium,9.19,91887657.79,103,185902,MAR,2018,3/1/2018,892113
ADITYA BIRLA SUN LIFE,Individual Single Premium,3.84,38393564.81,3914,NULL,MAY,2010,5/1/2010,9809
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,112.18,1121768332,98749,NULL,MAY,2010,5/1/2010,11359
ADITYA BIRLA SUN LIFE,Group Single Premium,0.3,3029391.13,0,56,MAY,2010,5/1/2010,NULL
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,46.36,463613161.2,13,88209,MAY,2010,5/1/2010,35662550
ADITYA BIRLA SUN LIFE,Individual Single Premium,3.53,35303380.5,106,NULL,MAY,2011,5/1/2011,333050
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,79.58,795750435.7,42861,NULL,MAY,2011,5/1/2011,18565
ADITYA BIRLA SUN LIFE,Group Single Premium,0.47,4698988.48,0,93,MAY,2011,5/1/2011,NULL
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,11.1,111040129.7,15,52292,MAY,2011,5/1/2011,7402675
ADITYA BIRLA SUN LIFE,Individual Single Premium,4.65,46483662.13,53,NULL,DEC,2013,12/1/2013,877050
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,73.51,735061340.3,39275,NULL,DEC,2013,12/1/2013,18715
ADITYA BIRLA SUN LIFE,Group Single Premium,0.94,9442817.93,0,344,DEC,2013,12/1/2013,NULL
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,20.28,202795764.7,24,77105,DEC,2013,12/1/2013,8449823
ADITYA BIRLA SUN LIFE,Individual Single Premium,4.79,47868792.28,146,NULL,MAR,2015,3/1/2015,327868
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,159.11,1591148918,61073,NULL,MAR,2015,3/1/2015,26053
ADITYA BIRLA SUN LIFE,Group Single Premium,1.98,19822410.74,1,1594,MAR,2015,3/1/2015,19822410
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,332.81,3328080120,99,108380,MAR,2015,3/1/2015,33616970
ADITYA BIRLA SUN LIFE,Individual Single Premium,1.76,17627828.33,65,NULL,OCT,2016,10/1/2016,271197
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,44.75,447529284.1,17878,NULL,OCT,2016,10/1/2016,25032
ADITYA BIRLA SUN LIFE,Group Single Premium,2.13,21274894.37,0,4307,OCT,2016,10/1/2016,NULL
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,177.94,1779424749,51,78862,OCT,2016,10/1/2016,34890681
ADITYA BIRLA SUN LIFE,Individual Single Premium,2.39,23942735.52,76,0,JUN,2017,6/1/2017,315035
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,80.6,805984092.4,24045,0,JUN,2017,6/1/2017,33519
ADITYA BIRLA SUN LIFE,Group Single Premium,91.43,914293135.2,6,51968,JUN,2017,6/1/2017,152382189
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,0.6,6042306.4,10,2660,JUN,2017,6/1/2017,604230
ADITYA BIRLA SUN LIFE,Group Yearly Renewable Premium,4.3,42987675.78,45,79414,JUN,2017,6/1/2017,955281
ADITYA BIRLA SUN LIFE,Individual Single Premium,10.78,107755388.2,249,0,DEC,2019,12/1/2019,432752
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,201.68,2016771075,26508,0,DEC,2019,12/1/2019,76081
ADITYA BIRLA SUN LIFE,Group Single Premium,100.53,1005267181,24,106625,DEC,2019,12/1/2019,41886132
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,0.31,3088738.46,0,18,DEC,2019,12/1/2019,NULL
ADITYA BIRLA SUN LIFE,Group Yearly Renewable Premium,5.26,52573984.45,52,118366,DEC,2019,12/1/2019,1011038
ADITYA BIRLA SUN LIFE,Individual Single Premium,8.35,83484046.22,235,0,SEP,2019,9/1/2019,355251
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,122.11,1221061526,23952,0,SEP,2019,9/1/2019,50979
ADITYA BIRLA SUN LIFE,Group Single Premium,220.52,2205247118,4,116260,SEP,2019,9/1/2019,551311779
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,0.29,2893335.62,0,0,SEP,2019,9/1/2019,NULL
ADITYA BIRLA SUN LIFE,Group Yearly Renewable Premium,6.84,68401816.43,48,264821,SEP,2019,9/1/2019,1425037
ADITYA BIRLA SUN LIFE,Individual Single Premium,2.61,26102163.79,73,NULL,APR,2017,4/1/2017,357563
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,32.89,328909634.8,10369,NULL,APR,2017,4/1/2017,31720
ADITYA BIRLA SUN LIFE,Group Single Premium,50.95,509469262.8,5,31401,APR,2017,4/1/2017,101893852
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,11.16,111606595.5,42,131535,APR,2017,4/1/2017,2657299
ADITYA BIRLA SUN LIFE,Individual Single Premium,7.16,71563457.65,146,0,FEB,2020,2/1/2020,490160
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,145.32,1453210232,21976,0,FEB,2020,2/1/2020,66127
ADITYA BIRLA SUN LIFE,Group Single Premium,251.58,2515773077,9,109722,FEB,2020,2/1/2020,279530341
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,0.76,7634384.2,0,0,FEB,2020,2/1/2020,NULL
ADITYA BIRLA SUN LIFE,Group Yearly Renewable Premium,7.84,78415468.99,35,99821,FEB,2020,2/1/2020,2240441
ADITYA BIRLA SUN LIFE,Individual Single Premium,7.02,70156847.22,264,0,OCT,2018,10/1/2018,265745
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,115.62,1156176954,20203,0,OCT,2018,10/1/2018,57227
ADITYA BIRLA SUN LIFE,Group Single Premium,199.1,1990975423,9,82975,OCT,2018,10/1/2018,221219491
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,1.11,11050298.96,0,0,OCT,2018,10/1/2018,NULL
ADITYA BIRLA SUN LIFE,Group Yearly Renewable Premium,8.79,87896484.33,75,163758,OCT,2018,10/1/2018,1171953
ADITYA BIRLA SUN LIFE,Individual Single Premium,23.98,239770323.3,76,0,OCT,2017,10/1/2017,3154872
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,52.9,528970502.3,16110,0,OCT,2017,10/1/2017,32834
ADITYA BIRLA SUN LIFE,Group Single Premium,87.86,878568237.6,2,54023,OCT,2017,10/1/2017,439284118
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,2.27,22714625.19,0,0,OCT,2017,10/1/2017,NULL
ADITYA BIRLA SUN LIFE,Group Yearly Renewable Premium,7.93,79257433.76,68,119574,OCT,2017,10/1/2017,1165550
ADITYA BIRLA SUN LIFE,Individual Single Premium,8.1,80966528.83,264,0,DEC,2018,12/1/2018,306691
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,234.04,2340397638,29959,0,DEC,2018,12/1/2018,78120
ADITYA BIRLA SUN LIFE,Group Single Premium,168.65,1686465976,7,70841,DEC,2018,12/1/2018,240923710
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,0.81,8110882.4,2,29,DEC,2018,12/1/2018,4055441
ADITYA BIRLA SUN LIFE,Group Yearly Renewable Premium,5.72,57161227.7,60,106773,DEC,2018,12/1/2018,952687
ADITYA BIRLA SUN LIFE,Individual Single Premium,7.24,72369808.93,221,0,NOV,2019,11/1/2019,327465
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,178.94,1789385526,24550,0,NOV,2019,11/1/2019,72887
ADITYA BIRLA SUN LIFE,Group Single Premium,232.45,2324527661,14,106625,NOV,2019,11/1/2019,166037690
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,0.4,4028171.96,1,18,NOV,2019,11/1/2019,4028171
ADITYA BIRLA SUN LIFE,Group Yearly Renewable Premium,5.73,57340389.45,44,118366,NOV,2019,11/1/2019,1303190
ADITYA BIRLA SUN LIFE,Individual Single Premium,6.64,66449613.92,215,0,OCT,2019,10/1/2019,309067
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,112.02,1120241563,19062,0,OCT,2019,10/1/2019,58768
ADITYA BIRLA SUN LIFE,Group Single Premium,227.86,2278608745,6,96449,OCT,2019,10/1/2019,379768124
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,0.49,4883625.23,1,24,OCT,2019,10/1/2019,4883625
ADITYA BIRLA SUN LIFE,Group Yearly Renewable Premium,5.81,58086725.29,43,95930,OCT,2019,10/1/2019,1350854
ADITYA BIRLA SUN LIFE,Individual Single Premium,5.73,57264230.02,168,0,AUG,2019,8/1/2019,340858
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,138.14,1381369644,21084,0,AUG,2019,8/1/2019,65517
ADITYA BIRLA SUN LIFE,Group Single Premium,136.62,1366248874,6,86309,AUG,2019,8/1/2019,227708145
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,0.5,5012692.58,0,0,AUG,2019,8/1/2019,NULL
ADITYA BIRLA SUN LIFE,Group Yearly Renewable Premium,6.82,68189519.85,40,120965,AUG,2019,8/1/2019,1704737
ADITYA BIRLA SUN LIFE,Individual Single Premium,12.28,122770905.1,135,0,AUG,2020,8/1/2020,909414
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,128.73,1287340071,18492,0,AUG,2020,8/1/2020,69616
ADITYA BIRLA SUN LIFE,Group Single Premium,170.2,1701963877,4,47189,AUG,2020,8/1/2020,425490969
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,1,10043438.12,0,0,AUG,2020,8/1/2020,NULL
ADITYA BIRLA SUN LIFE,Group Yearly Renewable Premium,8.23,82293970.5,34,70943,AUG,2020,8/1/2020,2420410
ADITYA BIRLA SUN LIFE,Individual Single Premium,9.51,95092290.04,160,NULL,MAR,2017,3/1/2017,594326
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,214.3,2142996919,59851,NULL,MAR,2017,3/1/2017,35805
ADITYA BIRLA SUN LIFE,Group Single Premium,5.52,55179484.48,0,60612,MAR,2017,3/1/2017,NULL
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,308.37,3083737414,112,213158,MAR,2017,3/1/2017,27533369
ADITYA BIRLA SUN LIFE,Individual Single Premium,20.3,203043950.1,717,0,MAR,2019,3/1/2019,283185
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,342.36,3423603588,50426,0,MAR,2019,3/1/2019,67893
ADITYA BIRLA SUN LIFE,Group Single Premium,352.64,3526372666,21,321028,MAR,2019,3/1/2019,167922507
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,1.51,15132802.53,0,0,MAR,2019,3/1/2019,NULL
ADITYA BIRLA SUN LIFE,Group Yearly Renewable Premium,7.72,77166450.89,106,163762,MAR,2019,3/1/2019,727985
ADITYA BIRLA SUN LIFE,Individual Single Premium,6.05,60517454.06,216,0,NOV,2018,11/1/2018,280173
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,109.77,1097729751,20006,0,NOV,2018,11/1/2018,54870
ADITYA BIRLA SUN LIFE,Group Single Premium,138.25,1382513953,13,191124,NOV,2018,11/1/2018,106347227
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,1.09,10932229.79,0,0,NOV,2018,11/1/2018,NULL
ADITYA BIRLA SUN LIFE,Group Yearly Renewable Premium,6.26,62569009.16,54,124157,NOV,2018,11/1/2018,1158685
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,0.53,5297197.71,0,0,AUG,2018,8/1/2018,NULL
ADITYA BIRLA SUN LIFE,Group Yearly Renewable Premium,8.78,87832444.5,98,161199,AUG,2018,8/1/2018,896249
ADITYA BIRLA SUN LIFE,Individual Single Premium,2.68,26819980.2,52,0,APR,2020,4/1/2020,515768
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,49.79,497883817.8,8314,0,APR,2020,4/1/2020,59884
ADITYA BIRLA SUN LIFE,Group Single Premium,201.84,2018430688,3,9701,APR,2020,4/1/2020,672810229
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,0.43,4328413.46,0,0,APR,2020,4/1/2020,NULL
ADITYA BIRLA SUN LIFE,Group Yearly Renewable Premium,7,70042138.6,35,70294,APR,2020,4/1/2020,2001203
ADITYA BIRLA SUN LIFE,Individual Single Premium,7.89,78933582.89,295,0,MAY,2018,5/1/2018,267571
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,67.15,671524286.9,14761,0,MAY,2018,5/1/2018,45493
ADITYA BIRLA SUN LIFE,Group Single Premium,114.3,1142958828,2,67792,MAY,2018,5/1/2018,571479414
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,0.89,8867846.36,0,0,MAY,2018,5/1/2018,NULL
ADITYA BIRLA SUN LIFE,Group Yearly Renewable Premium,6.82,68205688.49,96,134555,MAY,2018,5/1/2018,710475
ADITYA BIRLA SUN LIFE,Individual Single Premium,12.01,120127188.7,249,0,JUL,2019,7/1/2019,482438
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,135.55,1355516060,22229,0,JUL,2019,7/1/2019,60979
ADITYA BIRLA SUN LIFE,Group Single Premium,113.7,1137006149,6,111512,JUL,2019,7/1/2019,189501024
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,0.53,5278441.33,0,0,JUL,2019,7/1/2019,NULL
ADITYA BIRLA SUN LIFE,Group Yearly Renewable Premium,5.43,54256916.41,42,97992,JUL,2019,7/1/2019,1291831
ADITYA BIRLA SUN LIFE,Individual Single Premium,11.49,114852201.8,354,0,JAN,2019,1/1/2019,324441
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,159.44,1594400205,23250,0,JAN,2019,1/1/2019,68576
ADITYA BIRLA SUN LIFE,Group Single Premium,104.29,1042887824,7,87156,JAN,2019,1/1/2019,148983974
ADITYA BIRLA SUN LIFE,Group Non-Single Premium,1.13,11251235.46,0,0,JAN,2019,1/1/2019,NULL
ADITYA BIRLA SUN LIFE,Group Yearly Renewable Premium,7.63,76342651.11,101,138353,JAN,2019,1/1/2019,755867
ADITYA BIRLA SUN LIFE,Individual Single Premium,11.12,111189154.9,270,0,JAN,2020,1/1/2020,411811
ADITYA BIRLA SUN LIFE,Individual Non-Single Premium,154.24,1542397092,21792,0,JAN,2020,1/1/2020,70778
