COMPANY,PLAN,PREMIUM_CRORES,PREMIUM,NOP,LIVES_COVERED,MONTH,YEAR,DATE,ATS
IDBI FEDERAL LIFE,Individual Single Premium,22.3,222971216,750,0,DEC,2018,12/1/2018,297294
IDBI FEDERAL LIFE,Individual Non-Single Premium,41.93,419268178.1,9188,0,DEC,2018,12/1/2018,45632
IDBI FEDERAL LIFE,Group Single Premium,39.03,390262996.1,2,2191,DEC,2018,12/1/2018,195131498
IDBI FEDERAL LIFE,Group Non-Single Premium,0.1,960028.82,0,12399,DEC,2018,12/1/2018,NULL
IDBI FEDERAL LIFE,Group Yearly Renewable Premium,0,0,0,0,DEC,2018,12/1/2018,NULL
IDBI FEDERAL LIFE,Individual Single Premium,53.97,539694566,2543,NULL,MAR,2017,3/1/2017,212227
IDBI FEDERAL LIFE,Individual Non-Single Premium,83.51,835060839.2,20024,NULL,MAR,2017,3/1/2017,41702
IDBI FEDERAL LIFE,Group Single Premium,22.35,223509273.6,1,4639,MAR,2017,3/1/2017,223509273
IDBI FEDERAL LIFE,Group Non-Single Premium,0.15,1450852.9,0,20610,MAR,2017,3/1/2017,NULL
IDBI FEDERAL LIFE,Individual Single Premium,18.52,185204082,919,0,MAY,2018,5/1/2018,201527
IDBI FEDERAL LIFE,Individual Non-Single Premium,18.9,189040693.3,4880,0,MAY,2018,5/1/2018,38737
IDBI FEDERAL LIFE,Group Single Premium,5.21,52119810.22,0,1119,MAY,2018,5/1/2018,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,0.08,766663.13,0,10339,MAY,2018,5/1/2018,NULL
IDBI FEDERAL LIFE,Group Yearly Renewable Premium,0,0,0,0,MAY,2018,5/1/2018,NULL
IDBI FEDERAL LIFE,Individual Single Premium,38.41,384095597,1340,0,OCT,2017,10/1/2017,286638
IDBI FEDERAL LIFE,Individual Non-Single Premium,21.99,219889591.7,5173,0,OCT,2017,10/1/2017,42507
IDBI FEDERAL LIFE,Group Single Premium,8.47,84748398.59,3,4081,OCT,2017,10/1/2017,28249466
IDBI FEDERAL LIFE,Individual Single Premium,27.8,277956753.5,1193,0,JAN,2018,1/1/2018,232989
IDBI FEDERAL LIFE,Individual Non-Single Premium,27.37,273653263,6902,0,JAN,2018,1/1/2018,39648
IDBI FEDERAL LIFE,Group Single Premium,5.91,59147315.74,2,1272,JAN,2018,1/1/2018,29573657
IDBI FEDERAL LIFE,Group Non-Single Premium,0,0,0,0,JAN,2018,1/1/2018,NULL
IDBI FEDERAL LIFE,Group Yearly Renewable Premium,0,0,0,0,JAN,2018,1/1/2018,NULL
IDBI FEDERAL LIFE,Individual Single Premium,32.25,322533757,1544,NULL,MAR,2015,3/1/2015,208894
IDBI FEDERAL LIFE,Individual Non-Single Premium,40.13,401326098.4,13434,NULL,MAR,2015,3/1/2015,29873
IDBI FEDERAL LIFE,Group Single Premium,121.63,1216251136,109,209035,MAR,2015,3/1/2015,11158267
IDBI FEDERAL LIFE,Group Non-Single Premium,-71.05,-710491204.9,-84,-97322,MAR,2015,3/1/2015,8458228
IDBI FEDERAL LIFE,Individual Single Premium,9.47,94661136,558,NULL,OCT,2016,10/1/2016,169643
IDBI FEDERAL LIFE,Individual Non-Single Premium,22.58,225837090.1,6633,NULL,OCT,2016,10/1/2016,34047
IDBI FEDERAL LIFE,Group Single Premium,25.69,256928546.4,4,3271,OCT,2016,10/1/2016,64232136
IDBI FEDERAL LIFE,Group Non-Single Premium,0.29,2901735.33,0,30552,OCT,2016,10/1/2016,NULL
IDBI FEDERAL LIFE,Individual Single Premium,4.25,42507237,659,NULL,DEC,2013,12/1/2013,64502
IDBI FEDERAL LIFE,Individual Non-Single Premium,33.13,331289550.9,13543,NULL,DEC,2013,12/1/2013,24462
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,DEC,2013,12/1/2013,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,0.22,2195272.24,1,22315,DEC,2013,12/1/2013,2195272
IDBI FEDERAL LIFE,Individual Single Premium,8.8,88027095.25,1526,NULL,DEC,2012,12/1/2012,57684
IDBI FEDERAL LIFE,Individual Non-Single Premium,21.08,210805949.8,9757,NULL,DEC,2012,12/1/2012,21605
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,DEC,2012,12/1/2012,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,2.65,26548492.15,1,15346,DEC,2012,12/1/2012,26548492
IDBI FEDERAL LIFE,Individual Non-Single Premium,76.55,765510470.1,20080,NULL,MAR,2010,3/1/2010,38123
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,MAR,2010,3/1/2010,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,0.02,249332.34,0,6532,MAR,2010,3/1/2010,NULL
IDBI FEDERAL LIFE,Individual Single Premium,3.08,30799585,284,NULL,JUN,2012,6/1/2012,108449
IDBI FEDERAL LIFE,Individual Non-Single Premium,15.41,154101930.8,7607,NULL,JUN,2012,6/1/2012,20257
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,JUN,2012,6/1/2012,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,2,20029639.69,1,16411,JUN,2012,6/1/2012,20029639
IDBI FEDERAL LIFE,Individual Single Premium,39.24,392354832.8,4076,NULL,MAR,2010,3/1/2010,96259
IDBI FEDERAL LIFE,Individual Single Premium,9.48,94795800.1,539,NULL,JUN,2011,6/1/2011,175873
IDBI FEDERAL LIFE,Individual Non-Single Premium,10.93,109314148.2,4529,NULL,JUN,2011,6/1/2011,24136
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,JUN,2011,6/1/2011,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,1.4,14041731.33,0,24795,JUN,2011,6/1/2011,NULL
IDBI FEDERAL LIFE,Individual Single Premium,17.72,177247382.6,1056,NULL,SEP,2015,9/1/2015,167847
IDBI FEDERAL LIFE,Individual Non-Single Premium,34.17,341709259.7,11744,NULL,SEP,2015,9/1/2015,29096
IDBI FEDERAL LIFE,Group Single Premium,5.98,59794137.19,15,10275,SEP,2015,9/1/2015,3986275
IDBI FEDERAL LIFE,Group Non-Single Premium,0.35,3492604.2,0,349,SEP,2015,9/1/2015,NULL
IDBI FEDERAL LIFE,Individual Single Premium,18.05,180494583,962,NULL,SEP,2016,9/1/2016,187624
IDBI FEDERAL LIFE,Individual Non-Single Premium,42.62,426229266.1,11733,NULL,SEP,2016,9/1/2016,36327
IDBI FEDERAL LIFE,Group Single Premium,10.36,103622289.8,12,32523,SEP,2016,9/1/2016,8635190
IDBI FEDERAL LIFE,Group Non-Single Premium,0.33,3318677.07,0,34336,SEP,2016,9/1/2016,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,0.14,1431625.5,0,21120,OCT,2017,10/1/2017,NULL
IDBI FEDERAL LIFE,Group Yearly Renewable Premium,0,0,0,0,OCT,2017,10/1/2017,NULL
IDBI FEDERAL LIFE,Individual Single Premium,1.72,17153320.69,395,NULL,MAY,2012,5/1/2012,43426
IDBI FEDERAL LIFE,Individual Non-Single Premium,9.1,91035211.27,4133,NULL,MAY,2012,5/1/2012,22026
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,MAY,2012,5/1/2012,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,1.06,10632115.67,1,9731,MAY,2012,5/1/2012,10632115
IDBI FEDERAL LIFE,Individual Single Premium,6.11,61066001.67,679,NULL,DEC,2011,12/1/2011,89935
IDBI FEDERAL LIFE,Individual Non-Single Premium,19.78,197802301.2,6992,NULL,DEC,2011,12/1/2011,28289
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,DEC,2011,12/1/2011,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,1.49,14908475.36,0,10548,DEC,2011,12/1/2011,NULL
IDBI FEDERAL LIFE,Individual Single Premium,1.72,17225682,187,NULL,APR,2013,4/1/2013,92115
IDBI FEDERAL LIFE,Individual Non-Single Premium,5.3,53017988.12,2412,NULL,APR,2013,4/1/2013,21980
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,APR,2013,4/1/2013,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,1.75,17476519.73,2,17711,APR,2013,4/1/2013,8738259
IDBI FEDERAL LIFE,Individual Single Premium,6.08,60758456.15,1182,NULL,MAY,2010,5/1/2010,51403
IDBI FEDERAL LIFE,Individual Non-Single Premium,15.5,154964292.1,5944,NULL,MAY,2010,5/1/2010,26070
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,MAY,2010,5/1/2010,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,0.03,279369.09,0,8239,MAY,2010,5/1/2010,NULL
IDBI FEDERAL LIFE,Individual Single Premium,0.26,2579844,-2,NULL,MAR,2014,3/1/2014,-1289922
IDBI FEDERAL LIFE,Individual Non-Single Premium,49.19,491899573.5,15898,NULL,MAR,2014,3/1/2014,30940
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,MAR,2014,3/1/2014,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,3.89,38944403.97,9,15200,MAR,2014,3/1/2014,4327155
IDBI FEDERAL LIFE,Individual Single Premium,10.98,109777392,641,NULL,JAN,2016,1/1/2016,171259
IDBI FEDERAL LIFE,Individual Non-Single Premium,24.23,242347923.4,7173,NULL,JAN,2016,1/1/2016,33786
IDBI FEDERAL LIFE,Group Single Premium,8.51,85058329.38,9,37111,JAN,2016,1/1/2016,9450925
IDBI FEDERAL LIFE,Group Non-Single Premium,0.24,2379168.57,0,29013,JAN,2016,1/1/2016,NULL
IDBI FEDERAL LIFE,Individual Single Premium,6.08,60754273,568,NULL,SEP,2012,9/1/2012,106961
IDBI FEDERAL LIFE,Individual Non-Single Premium,24.37,243655367,10856,NULL,SEP,2012,9/1/2012,22444
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,SEP,2012,9/1/2012,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,3.29,32883515.57,0,14987,SEP,2012,9/1/2012,NULL
IDBI FEDERAL LIFE,Individual Single Premium,14.63,146276745.5,2634,NULL,MAR,2012,3/1/2012,55534
IDBI FEDERAL LIFE,Individual Non-Single Premium,46.58,465783305,17504,NULL,MAR,2012,3/1/2012,26610
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,MAR,2012,3/1/2012,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,4.07,40701378.55,2,19434,MAR,2012,3/1/2012,20350689
IDBI FEDERAL LIFE,Individual Single Premium,8.94,89449035.05,1276,NULL,FEB,2010,2/1/2010,70101
IDBI FEDERAL LIFE,Individual Non-Single Premium,26.39,263909856.5,7351,NULL,FEB,2010,2/1/2010,35901
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,FEB,2010,2/1/2010,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,0.02,241836.82,0,6099,FEB,2010,2/1/2010,NULL
IDBI FEDERAL LIFE,Individual Single Premium,11.37,113691962.4,1293,NULL,AUG,2010,8/1/2010,87928
IDBI FEDERAL LIFE,Individual Non-Single Premium,27.19,271942458,9047,NULL,AUG,2010,8/1/2010,30058
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,AUG,2010,8/1/2010,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,0.15,1482714.7,1,58473,AUG,2010,8/1/2010,1482714
IDBI FEDERAL LIFE,Individual Single Premium,5.54,55367048,1052,NULL,NOV,2012,11/1/2012,52630
IDBI FEDERAL LIFE,Individual Non-Single Premium,19,189977884.9,9185,NULL,NOV,2012,11/1/2012,20683
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,NOV,2012,11/1/2012,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,2.4,24015890.57,1,14300,NOV,2012,11/1/2012,24015890
IDBI FEDERAL LIFE,Individual Single Premium,18.05,180513013.4,1496,NULL,FEB,2011,2/1/2011,120663
IDBI FEDERAL LIFE,Individual Non-Single Premium,15.52,155170754.1,5913,NULL,FEB,2011,2/1/2011,26242
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,FEB,2011,2/1/2011,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,1.8,18004165.81,0,66753,FEB,2011,2/1/2011,NULL
IDBI FEDERAL LIFE,Individual Single Premium,39.53,395301852,1780,NULL,DEC,2016,12/1/2016,222079
IDBI FEDERAL LIFE,Individual Non-Single Premium,48,479971639.9,12640,NULL,DEC,2016,12/1/2016,37972
IDBI FEDERAL LIFE,Group Single Premium,8.05,80497832.18,3,4615,DEC,2016,12/1/2016,26832610
IDBI FEDERAL LIFE,Group Non-Single Premium,0.07,688514.65,0,5920,DEC,2016,12/1/2016,NULL
IDBI FEDERAL LIFE,Individual Single Premium,24.15,241460520.5,2250,NULL,SEP,2010,9/1/2010,107315
IDBI FEDERAL LIFE,Individual Non-Single Premium,37.98,379848198.5,9534,NULL,SEP,2010,9/1/2010,39841
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,SEP,2010,9/1/2010,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,0.18,1844317.47,0,68369,SEP,2010,9/1/2010,NULL
IDBI FEDERAL LIFE,Individual Single Premium,10.38,103792607.5,618,NULL,AUG,2011,8/1/2011,167949
IDBI FEDERAL LIFE,Individual Non-Single Premium,14.63,146300480.6,5785,NULL,AUG,2011,8/1/2011,25289
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,AUG,2011,8/1/2011,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,1.44,14394804.77,0,29267,AUG,2011,8/1/2011,NULL
IDBI FEDERAL LIFE,Individual Single Premium,9.02,90153611,527,NULL,SEP,2014,9/1/2014,171069
IDBI FEDERAL LIFE,Individual Non-Single Premium,29.2,292049234.5,9651,NULL,SEP,2014,9/1/2014,30261
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,SEP,2014,9/1/2014,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,2.67,26734136.74,2,33702,SEP,2014,9/1/2014,13367068
IDBI FEDERAL LIFE,Individual Single Premium,20.18,201757203,935,NULL,JAN,2017,1/1/2017,215783
IDBI FEDERAL LIFE,Individual Non-Single Premium,33.52,335242894.3,8769,NULL,JAN,2017,1/1/2017,38230
IDBI FEDERAL LIFE,Group Single Premium,14.27,142738663.6,0,1026,JAN,2017,1/1/2017,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,0.03,303562.26,0,1411,JAN,2017,1/1/2017,NULL
IDBI FEDERAL LIFE,Individual Single Premium,3.46,34562214,581,NULL,AUG,2012,8/1/2012,59487
IDBI FEDERAL LIFE,Individual Non-Single Premium,19.45,194525808,8815,NULL,AUG,2012,8/1/2012,22067
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,AUG,2012,8/1/2012,NULL
IDBI FEDERAL LIFE,Individual Single Premium,3.1,31031180.05,624,NULL,OCT,2012,10/1/2012,49729
IDBI FEDERAL LIFE,Individual Non-Single Premium,14.59,145854557.7,7456,NULL,OCT,2012,10/1/2012,19562
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,OCT,2012,10/1/2012,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,2.55,25505450.13,2,16214,OCT,2012,10/1/2012,12752725
IDBI FEDERAL LIFE,Individual Single Premium,17.93,179313799,900,NULL,DEC,2014,12/1/2014,199237
IDBI FEDERAL LIFE,Individual Non-Single Premium,24.44,244433278.9,8766,NULL,DEC,2014,12/1/2014,27884
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,DEC,2014,12/1/2014,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,11.14,111422491,8,10784,DEC,2014,12/1/2014,13927811
IDBI FEDERAL LIFE,Individual Single Premium,17.93,179348116,917,NULL,NOV,2016,11/1/2016,195581
IDBI FEDERAL LIFE,Individual Non-Single Premium,16.98,169788771.1,5493,NULL,NOV,2016,11/1/2016,30910
IDBI FEDERAL LIFE,Group Single Premium,6.56,65647398.64,5,15664,NOV,2016,11/1/2016,13129479
IDBI FEDERAL LIFE,Group Non-Single Premium,0.25,2478237.1,0,26208,NOV,2016,11/1/2016,NULL
IDBI FEDERAL LIFE,Individual Single Premium,21.12,211153005,1020,0,JUL,2017,7/1/2017,207012
IDBI FEDERAL LIFE,Individual Non-Single Premium,27.15,271496885.2,6802,0,JUL,2017,7/1/2017,39914
IDBI FEDERAL LIFE,Group Single Premium,5.29,52948376.5,5,1314,JUL,2017,7/1/2017,10589675
IDBI FEDERAL LIFE,Group Non-Single Premium,0.07,663722.56,0,10584,JUL,2017,7/1/2017,NULL
IDBI FEDERAL LIFE,Group Yearly Renewable Premium,0,0,0,0,JUL,2017,7/1/2017,NULL
IDBI FEDERAL LIFE,Individual Single Premium,19.63,196327633,984,0,AUG,2017,8/1/2017,199519
IDBI FEDERAL LIFE,Individual Non-Single Premium,12.42,124158333.4,3724,NULL,APR,2010,4/1/2010,33340
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,APR,2010,4/1/2010,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,0.03,287676.45,5,7434,APR,2010,4/1/2010,57535
IDBI FEDERAL LIFE,Individual Single Premium,9.69,96903285.35,429,0,JUN,2019,6/1/2019,225881
IDBI FEDERAL LIFE,Individual Non-Single Premium,25.75,257486020.4,5155,0,JUN,2019,6/1/2019,49948
IDBI FEDERAL LIFE,Group Single Premium,12.31,123110838.6,0,2139,JUN,2019,6/1/2019,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,0.04,406635.38,0,6977,JUN,2019,6/1/2019,NULL
IDBI FEDERAL LIFE,Group Yearly Renewable Premium,0,0,0,0,JUN,2019,6/1/2019,NULL
IDBI FEDERAL LIFE,Individual Single Premium,18.83,188332321,495,0,MAR,2020,3/1/2020,380469
IDBI FEDERAL LIFE,Individual Non-Single Premium,25.86,258593195.7,3662,0,MAR,2020,3/1/2020,70615
IDBI FEDERAL LIFE,Group Single Premium,26.27,262745601.8,2,3327,MAR,2020,3/1/2020,131372800
IDBI FEDERAL LIFE,Group Non-Single Premium,0,0,0,0,MAR,2020,3/1/2020,NULL
IDBI FEDERAL LIFE,Group Yearly Renewable Premium,0,0,0,0,MAR,2020,3/1/2020,NULL
IDBI FEDERAL LIFE,Individual Single Premium,3.84,38433061.45,836,NULL,APR,2010,4/1/2010,45972
IDBI FEDERAL LIFE,Individual Single Premium,21.75,217530874,1018,NULL,MAY,2017,5/1/2017,213684
IDBI FEDERAL LIFE,Individual Non-Single Premium,22.55,225463132.9,5722,NULL,MAY,2017,5/1/2017,39402
IDBI FEDERAL LIFE,Group Single Premium,4.25,42549004.49,0,1300,MAY,2017,5/1/2017,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,0.05,503510.66,0,8063,MAY,2017,5/1/2017,NULL
IDBI FEDERAL LIFE,Individual Single Premium,11.05,110487962,535,0,JUL,2018,7/1/2018,206519
IDBI FEDERAL LIFE,Individual Non-Single Premium,38.05,380483362.8,8976,0,JUL,2018,7/1/2018,42388
IDBI FEDERAL LIFE,Group Single Premium,7,69954733.15,0,1388,JUL,2018,7/1/2018,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,0.11,1056654.85,0,14070,JUL,2018,7/1/2018,NULL
IDBI FEDERAL LIFE,Group Yearly Renewable Premium,0,0,0,0,JUL,2018,7/1/2018,NULL
IDBI FEDERAL LIFE,Individual Single Premium,3.07,30716693.5,186,NULL,MAY,2013,5/1/2013,165143
IDBI FEDERAL LIFE,Individual Non-Single Premium,9.04,90380010.23,4664,NULL,MAY,2013,5/1/2013,19378
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,MAY,2013,5/1/2013,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,1.6,15986083.26,0,9642,MAY,2013,5/1/2013,NULL
IDBI FEDERAL LIFE,Individual Single Premium,7.48,74761541.8,1128,NULL,JUN,2010,6/1/2010,66277
IDBI FEDERAL LIFE,Individual Non-Single Premium,18.53,185274106.1,7004,NULL,JUN,2010,6/1/2010,26452
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,JUN,2010,6/1/2010,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,0.27,2743941.2,2,116144,JUN,2010,6/1/2010,1371970
IDBI FEDERAL LIFE,Individual Single Premium,3.47,34687379.71,651,NULL,MAY,2011,5/1/2011,53283
IDBI FEDERAL LIFE,Individual Non-Single Premium,5.33,53349986.62,3807,NULL,MAY,2011,5/1/2011,14013
IDBI FEDERAL LIFE,Group Single Premium,0,0,0,0,MAY,2011,5/1/2011,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,1.13,11298879.98,0,35641,MAY,2011,5/1/2011,NULL
IDBI FEDERAL LIFE,Individual Single Premium,23.98,239831296,1265,0,DEC,2017,12/1/2017,189589
IDBI FEDERAL LIFE,Individual Non-Single Premium,40.66,406556760.3,9902,0,DEC,2017,12/1/2017,41058
IDBI FEDERAL LIFE,Group Single Premium,10.85,108544220.3,1,4019,DEC,2017,12/1/2017,108544220
IDBI FEDERAL LIFE,Group Non-Single Premium,0.12,1167132.53,0,16852,DEC,2017,12/1/2017,NULL
IDBI FEDERAL LIFE,Group Yearly Renewable Premium,0,0,0,0,DEC,2017,12/1/2017,NULL
IDBI FEDERAL LIFE,Individual Single Premium,8.94,89353133,356,0,MAY,2019,5/1/2019,250991
IDBI FEDERAL LIFE,Individual Non-Single Premium,16.06,160586939.9,3552,0,MAY,2019,5/1/2019,45210
IDBI FEDERAL LIFE,Group Single Premium,8.66,86639623.62,0,1514,MAY,2019,5/1/2019,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,0.03,315579.76,0,5401,MAY,2019,5/1/2019,NULL
IDBI FEDERAL LIFE,Group Yearly Renewable Premium,0,0,0,0,MAY,2019,5/1/2019,NULL
IDBI FEDERAL LIFE,Individual Single Premium,21.85,218515889,652,0,JUL,2020,7/1/2020,335147
IDBI FEDERAL LIFE,Individual Non-Single Premium,17.57,175684132.1,2619,0,JUL,2020,7/1/2020,67080
IDBI FEDERAL LIFE,Group Single Premium,6,59987969.69,0,1035,JUL,2020,7/1/2020,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,0,6993,0,90,JUL,2020,7/1/2020,NULL
IDBI FEDERAL LIFE,Group Yearly Renewable Premium,0,0,0,0,JUL,2020,7/1/2020,NULL
IDBI FEDERAL LIFE,Individual Single Premium,4.45,44510512,218,0,APR,2019,4/1/2019,204176
IDBI FEDERAL LIFE,Individual Non-Single Premium,7.99,79863596.1,1686,0,APR,2019,4/1/2019,47368
IDBI FEDERAL LIFE,Group Single Premium,8.93,89321767,1,1553,APR,2019,4/1/2019,89321767
IDBI FEDERAL LIFE,Group Non-Single Premium,0.07,725997.27,0,11013,APR,2019,4/1/2019,NULL
IDBI FEDERAL LIFE,Group Yearly Renewable Premium,0,0,0,0,APR,2019,4/1/2019,NULL
IDBI FEDERAL LIFE,Individual Single Premium,11.24,112373082.5,464,0,MAY,2020,5/1/2020,242183
IDBI FEDERAL LIFE,Individual Non-Single Premium,4.39,43866483.54,954,0,MAY,2020,5/1/2020,45981
IDBI FEDERAL LIFE,Group Single Premium,1.83,18282103.75,0,311,MAY,2020,5/1/2020,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,0,4817.4,1,62,MAY,2020,5/1/2020,4817
IDBI FEDERAL LIFE,Group Yearly Renewable Premium,0,0,0,0,MAY,2020,5/1/2020,NULL
IDBI FEDERAL LIFE,Individual Single Premium,12.79,127878518,323,0,JAN,2020,1/1/2020,395908
IDBI FEDERAL LIFE,Individual Non-Single Premium,23.99,239899632.8,2928,0,JAN,2020,1/1/2020,81932
IDBI FEDERAL LIFE,Group Single Premium,14.81,148112616.5,0,38,JAN,2020,1/1/2020,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,0,0,0,0,JAN,2020,1/1/2020,NULL
IDBI FEDERAL LIFE,Group Yearly Renewable Premium,0,0,0,0,JAN,2020,1/1/2020,NULL
IDBI FEDERAL LIFE,Individual Single Premium,12.91,129108929,493,0,SEP,2018,9/1/2018,261884
IDBI FEDERAL LIFE,Individual Non-Single Premium,45.57,455696448,10126,0,SEP,2018,9/1/2018,45002
IDBI FEDERAL LIFE,Group Single Premium,11.26,112617142.3,1,2040,SEP,2018,9/1/2018,112617142
IDBI FEDERAL LIFE,Group Non-Single Premium,0.13,1270620.52,0,17677,SEP,2018,9/1/2018,NULL
IDBI FEDERAL LIFE,Group Yearly Renewable Premium,0,0,0,0,SEP,2018,9/1/2018,NULL
IDBI FEDERAL LIFE,Individual Single Premium,21.23,212295046,536,0,AUG,2020,8/1/2020,396072
IDBI FEDERAL LIFE,Individual Non-Single Premium,18.55,185548590.3,2468,0,AUG,2020,8/1/2020,75181
IDBI FEDERAL LIFE,Group Single Premium,6.51,65053580.74,0,1087,AUG,2020,8/1/2020,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,0,1087.8,0,14,AUG,2020,8/1/2020,NULL
IDBI FEDERAL LIFE,Group Yearly Renewable Premium,0,0,0,0,AUG,2020,8/1/2020,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,0.11,1069193.97,0,14892,AUG,2018,8/1/2018,NULL
IDBI FEDERAL LIFE,Group Yearly Renewable Premium,0,0,0,0,AUG,2018,8/1/2018,NULL
IDBI FEDERAL LIFE,Individual Single Premium,10.91,109092365,398,0,JUL,2019,7/1/2019,274101
IDBI FEDERAL LIFE,Individual Non-Single Premium,27.27,272716901.1,4402,0,JUL,2019,7/1/2019,61952
IDBI FEDERAL LIFE,Group Single Premium,9.69,96932150.12,0,1675,JUL,2019,7/1/2019,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,0.04,365693.49,0,6247,JUL,2019,7/1/2019,NULL
IDBI FEDERAL LIFE,Group Yearly Renewable Premium,0,0,0,0,JUL,2019,7/1/2019,NULL
IDBI FEDERAL LIFE,Individual Single Premium,20.75,207518948.9,594,0,SEP,2019,9/1/2019,349358
IDBI FEDERAL LIFE,Individual Non-Single Premium,27.4,274003774.7,4385,0,SEP,2019,9/1/2019,62486
IDBI FEDERAL LIFE,Group Single Premium,12.41,124055554.8,1,2205,SEP,2019,9/1/2019,124055554
IDBI FEDERAL LIFE,Group Non-Single Premium,0.05,541709.56,0,8352,SEP,2019,9/1/2019,NULL
IDBI FEDERAL LIFE,Group Yearly Renewable Premium,0,0,0,0,SEP,2019,9/1/2019,NULL
IDBI FEDERAL LIFE,Individual Single Premium,4.06,40577125,183,0,APR,2020,4/1/2020,221732
IDBI FEDERAL LIFE,Individual Non-Single Premium,2.26,22595864.63,332,0,APR,2020,4/1/2020,68059
IDBI FEDERAL LIFE,Group Single Premium,0.6,6007662.03,0,184,APR,2020,4/1/2020,NULL
IDBI FEDERAL LIFE,Group Non-Single Premium,0,0,0,0,APR,2020,4/1/2020,NULL
IDBI FEDERAL LIFE,Group Yearly Renewable Premium,0,0,0,0,APR,2020,4/1/2020,NULL
IDBI FEDERAL LIFE,Individual Single Premium,25.66,256641281,1351,0,JUN,2017,6/1/2017,189963
IDBI FEDERAL LIFE,Individual Non-Single Premium,36.74,367366533.8,9780,0,JUN,2017,6/1/2017,37563
IDBI FEDERAL LIFE,Group Single Premium,7.03,70345626.98,1,4331,JUN,2017,6/1/2017,70345626
IDBI FEDERAL LIFE,Group Non-Single Premium,0.07,669065.43,0,9844,JUN,2017,6/1/2017,NULL
IDBI FEDERAL LIFE,Group Yearly Renewable Premium,3.67,36680753.48,1,3120,JUN,2017,6/1/2017,36680753
IDBI FEDERAL LIFE,Individual Single Premium,15.79,157870426,602,0,NOV,2018,11/1/2018,262243
